model_id,conflict_type,condition_id,n_calls,mean_projected_fidelity,std_projected_fidelity,mean_raw_fidelity,mean_top3_overlap,mean_allocation_l1,mean_projection_l1,collapse_rate,json_valid_rate,parse_fail_rate,repair_rate,mean_missing_assets,mean_hallucinated_assets,median_latency_sec,mean_latency_sec
gemma3:270m,missing_asset,missing_asset_blind,18,0.1111111111111111,0.32338083338177726,0.1111111111111111,0.2777777777777778,1.225786841598492,1.5213012899957175e-16,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,6.558357666479424,6.656015682771492
gemma3:270m,missing_asset,missing_asset_reminded,18,0.1111111111111111,0.32338083338177726,0.1111111111111111,0.25925925925925924,1.1796650503926784,0.008293278465958422,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,8.34369368746411,9.04216000694497
gemma3:270m,shorting_conflict,shorting_conflict_blind,18,0.05555555555555555,0.23570226039551584,0.05555555555555555,0.2962962962962963,1.2354746229055653,1.5634195327240826e-16,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,8.16024933301378,8.177155016054813
gemma3:270m,shorting_conflict,shorting_conflict_reminded,18,0.1111111111111111,0.32338083338177726,0.1111111111111111,0.2962962962962963,1.2214147042283463,0.08888888888888903,0.05555555555555555,1.0,0.0,0.0,0.0,0.0,3.058498187980149,3.794227377336938
gemma3:270m,sparse_output,sparse_output_blind,18,0.1111111111111111,0.32338083338177726,0.1111111111111111,0.24074074074074073,1.235778780788599,1.5004755732658825e-16,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,7.771698625001591,7.592100837953492
gemma3:270m,sparse_output,sparse_output_reminded,18,0.1111111111111111,0.32338083338177726,0.1111111111111111,0.2962962962962963,1.230177573002857,1.4532977203992634e-16,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,6.70740825048415,6.74590206256188
llama3.1:8b,ambiguous_conflict,ambiguous_conflict_blind,18,0.2222222222222222,0.4277926319464986,0.2222222222222222,0.5925925925925926,1.2984891802732355,1.678872005730211e-16,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,16.426482853945345,16.50946230315862
llama3.1:8b,ambiguous_conflict,ambiguous_conflict_reminded,18,0.0,0.0,0.0,0.6111111111111112,1.3545831901352667,1.7766459599795512e-16,0.0,1.0,0.0,0.0,0.0,0.0,16.46597489598207,16.597390108780626
llama3.1:8b,budget_conflict,budget_conflict_blind,18,0.0,0.0,0.0,0.48148148148148145,1.4311210063002404,1.9450488153879435e-16,0.0,1.0,0.0,0.0,0.0,0.0,20.758906249538995,26.495094129505258
llama3.1:8b,budget_conflict,budget_conflict_reminded,18,0.0,0.0,0.0,0.6481481481481481,1.366741525552351,2.427649131103018e-16,0.0,1.0,0.0,0.0,0.0,0.0,70.09232960361987,70.01185720834312
llama3.1:8b,cap_aligned_60,cap_aligned_60_blind,18,0.0,0.0,0.0,0.6666666666666666,1.322311284178089,0.0016393442622952355,0.0,1.0,0.0,0.0,0.0,0.0,21.012997541576624,25.02445730560511
llama3.1:8b,cap_aligned_60,cap_aligned_60_reminded,18,0.0,0.0,0.0,0.6481481481481481,1.3515925403248408,0.023312856914029918,0.0,1.0,0.0,0.0,0.0,0.0,17.443186270538718,20.072936057811603
llama3.1:8b,cap_conflict,cap_conflict_blind,18,0.0,0.0,0.0,0.6481481481481481,1.2792704282103828,0.5609668509866386,0.0,1.0,0.0,0.0,0.0,0.0,77.79368352110032,70.44746113206364
llama3.1:8b,cap_conflict,cap_conflict_reminded,18,0.0,0.0,0.0,0.6481481481481481,1.2790729515173864,0.5687683239977279,0.0,1.0,0.0,0.0,0.0,0.0,78.6867056459887,77.48287588886969
llama3.1:8b,cap_mild_conflict_70,cap_mild_conflict_70_blind,18,0.0,0.0,0.0,0.6481481481481481,1.4092441385716798,0.17115956700487558,0.0,1.0,0.0,0.0,0.0,0.0,77.5165761669632,77.08127330560495
llama3.1:8b,cap_mild_conflict_70,cap_mild_conflict_70_reminded,18,0.0,0.0,0.0,0.6481481481481481,1.3704748142622494,0.121355461036248,0.0,1.0,0.0,0.0,0.0,0.0,38.93339231295977,42.340130407518394
llama3.1:8b,cap_severe_conflict_90,cap_severe_conflict_90_blind,18,0.0,0.0,0.0,0.6481481481481481,1.2797429905727375,0.5348669098716269,0.0,1.0,0.0,0.0,0.0,0.0,27.58114306302741,32.792424671442454
llama3.1:8b,cap_severe_conflict_90,cap_severe_conflict_90_reminded,18,0.0,0.0,0.0,0.6481481481481481,1.2824548801385298,0.5314325311477138,0.0,1.0,0.0,0.0,0.0,0.0,79.70387083338574,81.24284874078714
llama3.1:8b,constraint_contradiction,constraint_contradiction_blind,18,0.7222222222222222,0.46088859896247686,0.7222222222222222,0.5,1.2012997423235878,1.1674146892237063e-16,0.05555555555555555,1.0,0.0,0.0,0.0,0.0,18.34120589599479,18.100685018373447
llama3.1:8b,constraint_contradiction,constraint_contradiction_reminded,18,0.2222222222222222,0.42779263194649864,0.2222222222222222,0.6296296296296295,1.4175079168900384,1.422714184117028e-16,0.0,1.0,0.0,0.0,0.0,0.0,16.541129499441013,17.107743004621526
llama3.1:8b,hallucinated_ticker,hallucinated_ticker_blind,18,0.5,0.5144957554275266,0.5,0.4259259259259259,1.1530472722601979,1.4598179917976553e-16,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,17.342923020478338,17.25474332166939
llama3.1:8b,hallucinated_ticker,hallucinated_ticker_reminded,18,0.0,0.0,0.0,0.5925925925925926,1.2283512901789893,1.962646866014861e-16,0.05555555555555555,1.0,0.0,0.0,0.0,0.0,16.515168562415056,16.228673761555303
llama3.1:8b,missing_asset,missing_asset_blind,18,0.6111111111111112,0.5016313257045503,0.6111111111111112,0.5185185185185185,1.1680421412119801,1.9231337201731223e-16,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,18.538205583463423,27.15562130552199
llama3.1:8b,missing_asset,missing_asset_reminded,18,0.2222222222222222,0.42779263194649864,0.2222222222222222,0.6296296296296295,1.4838954700592248,2.1515389778432987e-16,0.0,1.0,0.0,0.0,0.0,0.0,61.94266083301045,60.27365565743659
llama3.1:8b,shorting_conflict,shorting_conflict_blind,18,0.2222222222222222,0.42779263194649864,0.2222222222222222,0.4074074074074074,1.1888202852062786,1.7542391150815025e-16,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,75.04363727103919,75.39101354172453
llama3.1:8b,shorting_conflict,shorting_conflict_reminded,18,0.16666666666666666,0.3834824944236852,0.16666666666666666,0.6296296296296295,1.1647941061878704,0.04444444444444467,0.6111111111111112,1.0,0.0,0.0,0.0,0.0,55.879031062009744,50.130280580979566
llama3.1:8b,sparse_output,sparse_output_blind,18,0.2777777777777778,0.4608885989624768,0.2777777777777778,0.4629629629629629,1.1729032331391254,1.8132679000279424e-16,0.3888888888888889,1.0,0.0,0.0,0.0,0.0,18.373585812048987,18.34912696043547
llama3.1:8b,sparse_output,sparse_output_reminded,18,0.5,0.5144957554275266,0.5,0.4629629629629629,1.179257659023354,1.6619614635121827e-16,0.2222222222222222,1.0,0.0,0.0,0.0,0.0,18.3854135829024,18.40155228229964
