strategy,JSON_valid_rate,Repair_rate,Parse_fail_rate,Avg_projection_L1,Avg_projection_L2,Cap_clip_freq,Turnover_clip_freq,Avg_entropy,Avg_herfindahl,Equal_collapse_rate,Neg_weight_per_step,Over_cap_per_step,Hallucinated_ticker_per_call,Missing_asset_per_call,Invalid_weight_per_call,Negative_weight_per_call,Equal_fallback_rate,Avg_latency_sec,n_calls,n_steps,strategy_key,fold
LLMStrategy,1.0,0.0,0.0,9.585586292968986e-17,2.0618793010015284e-17,0.0,0.0,3.090674859836592,0.045488492520078735,0.7571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2310327314448335,18,70,NLPI[gemma3:1b|P5],4
EqStrategy,,,,1.2436632920079879e-16,2.6591780884988532e-17,0.0,0.0,3.090743222196895,0.04548198418005441,0.6730769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52,EQUAL,5
RiskParityStrategy,,,,6.368913333229135e-17,1.654209008730861e-17,0.0,0.0,2.9883433709352145,0.05556586047070566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70,RiskParity,5
LWMVPStrategy,,,,0.1386865205334019,0.09952363499895574,0.32857142857142857,0.18571428571428572,1.6924254164312027,0.37903343476220563,0.0,0.0,0.32857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0,70,MVP,5
Momentum6mStrategy,,,,4.3682333196616165e-17,1.2197623353874713e-17,0.0,0.24285714285714285,2.4728680454372367,0.08641525278864443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,70,MOM6,5
SharpeWeightedStrategy,,,,0.007661822795926955,0.003921062823964584,0.04285714285714286,0.24285714285714285,2.1462940727377515,0.23206195603781882,0.0,0.0,0.04285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0,70,SHARPE,5
CodedPersonaStrategy,,,,0.0008592488499583494,0.0004397346182290846,0.038461538461538464,0.23076923076923078,1.9831725347677867,0.3299233683550362,0.0,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0,52,CODED_P1,5
CodedPersonaStrategy,,,,0.0010009011346578704,0.0005122274860829489,0.11538461538461539,0.0,1.8958029095191749,0.3659102242607647,0.0,0.0,0.11538461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0,52,CODED_P2,5
CodedPersonaStrategy,,,,9.3741787836439e-17,2.0904739668620964e-17,0.0,0.3269230769230769,2.077747002965018,0.29817359188754056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52,CODED_P3,5
CodedPersonaStrategy,,,,1.2436632920079879e-16,2.6591780884988532e-17,0.0,0.0,3.090743222196895,0.04548198418005441,0.6730769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,52,CODED_P4,5
CodedPersonaStrategy,,,,0.01641472425115253,0.00840050295355824,0.05714285714285714,0.24285714285714285,2.162057402140836,0.2120373292118131,0.0,0.0,0.05714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0,70,CODED_P5,5
LLMStrategy,1.0,0.0,0.0,0.020912219315917052,0.01070216943281789,0.2857142857142857,0.17142857142857143,1.9557137473287665,0.3341636392242392,0.0,0.0,0.2857142857142857,0.0,2.6666666666666665,0.0,0.0,0.0,19.717565367940956,18,70,NLPI[llama3.1:8b|P1],5
LLMStrategy,1.0,0.0,0.0,0.017611838270771767,0.009013145584874519,0.34285714285714286,0.0,1.8783433921981352,0.3669399690525779,0.0,0.0,0.34285714285714286,0.0,2.111111111111111,0.0,0.0,0.0,17.00147930310858,18,70,NLPI[llama3.1:8b|P2],5
LLMStrategy,1.0,0.0,0.0,0.06444314474970063,0.032979830761910744,0.18571428571428572,0.17142857142857143,1.94065762412458,0.3438391952770684,0.0,0.0,0.18571428571428572,0.0,6.666666666666667,0.0,0.0,0.0,16.9798648032819,18,70,NLPI[llama3.1:8b|P3],5
LLMStrategy,1.0,0.0,0.0,9.238641597773625e-17,1.9753894371705765e-17,0.0,0.0,3.0908201673526885,0.04547492850778068,0.7571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,19.9405801945007,18,70,NLPI[llama3.1:8b|P4],5
LLMStrategy,1.0,0.0,0.0,9.238641597773625e-17,1.9753894371705765e-17,0.0,0.0,3.0908201673526885,0.04547492850778068,0.7571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.02761379872229,18,70,NLPI[llama3.1:8b|P5],5
LLMStrategy,1.0,0.0,0.0,0.005938349499959135,0.003039047245046799,0.4,0.0,1.89668529132391,0.36563857563909935,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,2.0057208588873943,18,70,NLPI[gemma3:270m|P1],5
LLMStrategy,1.0,0.0,0.0,0.0010524068660547547,0.0005385863844783468,0.34285714285714286,0.0,1.894521755039606,0.366349635981466,0.0,0.0,0.34285714285714286,0.0,0.0,0.0,0.0,0.0,1.9621840530518158,18,70,NLPI[gemma3:270m|P2],5
LLMStrategy,1.0,0.0,0.0,0.005938349499959135,0.003039047245046799,0.4,0.0,1.89668529132391,0.36563857563909935,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,2.006118016278682,18,70,NLPI[gemma3:270m|P3],5
LLMStrategy,1.0,0.0,0.0,9.238641597773625e-17,1.9753894371705765e-17,0.0,0.0,3.0908201673526885,0.04547492850778068,0.7571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.169022757113756,18,70,NLPI[gemma3:270m|P4],5
LLMStrategy,1.0,0.0,0.0,9.238641597773625e-17,1.9753894371705765e-17,0.0,0.0,3.0908201673526885,0.04547492850778068,0.7571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.149751745277576,18,70,NLPI[gemma3:270m|P5],5
LLMStrategy,1.0,0.0,0.0,6.170659221688928e-17,1.4732866685248504e-17,0.0,0.0,1.7969654725509305,0.29181376617867166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0172109375594625,18,70,NLPI[gemma3:1b|P1],5
LLMStrategy,1.0,0.0,0.0,0.0010524068660547547,0.0005385863844783468,0.34285714285714286,0.0,1.894521755039606,0.366349635981466,0.0,0.0,0.34285714285714286,0.0,0.0,0.0,0.0,0.0,4.944037134275681,18,70,NLPI[gemma3:1b|P2],5
LLMStrategy,1.0,0.0,0.0,0.001736185952303197,0.0008885214882135773,0.38571428571428573,0.0,1.8919715479037233,0.3672049485838439,0.0,0.0,0.38571428571428573,0.0,0.0,0.0,0.0,0.0,4.919613659721411,18,70,NLPI[gemma3:1b|P3],5
LLMStrategy,1.0,0.0,0.0,9.238641597773625e-17,1.9753894371705765e-17,0.0,0.0,3.0908201673526885,0.04547492850778068,0.7571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.164541569383194,18,70,NLPI[gemma3:1b|P4],5
LLMStrategy,1.0,0.0,0.0,9.238641597773625e-17,1.9753894371705765e-17,0.0,0.0,3.0908201673526885,0.04547492850778068,0.7571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.194181536995327,18,70,NLPI[gemma3:1b|P5],5
