strategy,JSON_valid_rate,Repair_rate,Parse_fail_rate,Avg_projection_L1,Avg_projection_L2,Cap_clip_freq,Turnover_clip_freq,Avg_entropy,Avg_herfindahl,Equal_collapse_rate,Neg_weight_per_step,Over_cap_per_step,Hallucinated_ticker_per_call,Missing_asset_per_call,Invalid_weight_per_call,Negative_weight_per_call,Equal_fallback_rate,Avg_latency_sec,n_calls,n_steps,strategy_key,fold
LLMStrategy,1.0,0.0,0.0,9.585586292968986e-17,2.0618793010015284e-17,0.0,0.0,3.090674859836592,0.045488492520078735,0.7571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.992195087997565,18,70,NLPI[llama3.1:8b|P5],4
LLMStrategy,1.0,0.0,0.0,0.004976754061920628,0.0025469350905094716,0.32857142857142857,0.04285714285714286,1.8919748201241608,0.35740902446897305,0.0,0.0,0.32857142857142857,0.0,0.0,0.0,0.0,0.0,2.007621676057978,18,70,NLPI[gemma3:270m|P1],4
LLMStrategy,1.0,0.0,0.0,0.0021814712285708575,0.0011164034934930155,0.37142857142857144,0.0,1.8941677044114364,0.36645210982999654,0.0,0.0,0.37142857142857144,0.0,0.0,0.0,0.0,0.0,1.95306830560892,18,70,NLPI[gemma3:270m|P2],4
LLMStrategy,1.0,0.0,0.0,1.4561764492628168e-16,7.012862338375094e-17,0.0,0.0,1.7991551921051203,0.29130948497337084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.001590502275374,18,70,NLPI[gemma3:270m|P3],4
LLMStrategy,1.0,0.0,0.0,9.585586292968986e-17,2.0618793010015284e-17,0.0,0.0,3.090674859836592,0.045488492520078735,0.7571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.132214391225716,18,70,NLPI[gemma3:270m|P4],4
LLMStrategy,1.0,0.0,0.0,9.585586292968986e-17,2.0618793010015284e-17,0.0,0.0,3.090674859836592,0.045488492520078735,0.7571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1442492985548194,18,70,NLPI[gemma3:270m|P5],4
LLMStrategy,1.0,0.0,0.0,5.057958020669519e-17,1.1990507047226786e-17,0.0,0.0,1.797898615541618,0.2916575708642432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.969291858835883,18,70,NLPI[gemma3:1b|P1],4
LLMStrategy,1.0,0.0,0.0,0.0021814712285708575,0.0011164034934930155,0.37142857142857144,0.0,1.8941677044114364,0.36645210982999654,0.0,0.0,0.37142857142857144,0.0,0.0,0.0,0.0,0.0,4.915533784718718,18,70,NLPI[gemma3:1b|P2],4
LLMStrategy,1.0,0.0,0.0,9.554609088040828e-17,2.2459245598397625e-17,0.0,0.0,1.8587774984054688,0.23272617126890474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.872096395826601,18,70,NLPI[gemma3:1b|P3],4
LLMStrategy,1.0,0.0,0.0,9.585586292968986e-17,2.0618793010015284e-17,0.0,0.0,3.090674859836592,0.045488492520078735,0.7571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.180452155057639,18,70,NLPI[gemma3:1b|P4],4
